problem_id,language,original_status,original_src,changed_src,change,error,stderr,error_type,original_code_length,changed_code_length,code_length_difference,change_count
p02388,Python,Runtime Error,"s = input("""") ans = s * s * s print(ans)","user = input("""") num = int(user) ans = num * num * num print(ans)",replace,TypeError: can't multiply sequence by non-int of type 'str',"Traceback (most recent call last):
  File ""/home/alex/Documents/bug-detection/input/Project_CodeNet/data/p02388/Python/s469089457.py"", line 2, in <module>
    ans = s * s * s
TypeError: can't multiply sequence by non-int of type 'str'
",Runtime Error,40,65,25,0
p02388,Python,Runtime Error,number = input(int()) print(number**3),number = int(input()) print(number**3),replace,TypeError: unsupported operand type(s) for ** or pow(): 'str' and 'int',"Traceback (most recent call last):
  File ""/home/alex/Documents/bug-detection/input/Project_CodeNet/data/p02388/Python/s272552751.py"", line 2, in <module>
    print(number**3)
TypeError: unsupported operand type(s) for ** or pow(): 'str' and 'int'
",Runtime Error,38,38,0,0
p02388,Python,Runtime Error,print(int(input() ** 3)),print(int(input()) ** 3),replace,TypeError: unsupported operand type(s) for ** or pow(): 'str' and 'int',"Traceback (most recent call last):
  File ""/home/alex/Documents/bug-detection/input/Project_CodeNet/data/p02388/Python/s690364339.py"", line 1, in <module>
    print(int(input()**3))
TypeError: unsupported operand type(s) for ** or pow(): 'str' and 'int'
",Runtime Error,24,24,0,0
p02388,Python,Runtime Error,x = input() print(x**3),x = int(input()) print(x**3),replace,TypeError: unsupported operand type(s) for ** or pow(): 'str' and 'int',"Traceback (most recent call last):
  File ""/home/alex/Documents/bug-detection/input/Project_CodeNet/data/p02388/Python/s314503322.py"", line 2, in <module>
    print(x**3)
TypeError: unsupported operand type(s) for ** or pow(): 'str' and 'int'
",Runtime Error,23,28,5,0
p02389,Python,Runtime Error,"a, b = [int(elem) for elem in input().split] print(a * b, (a + b) * 2)","a, b = [int(elem) for elem in input().split()] print(a * b, (a + b) * 2)",replace,TypeError: 'builtin_function_or_method' object is not iterable,"Traceback (most recent call last):
  File ""/home/alex/Documents/bug-detection/input/Project_CodeNet/data/p02389/Python/s283815234.py"", line 1, in <module>
    a, b = [int(elem) for elem in input().split]
TypeError: 'builtin_function_or_method' object is not iterable
",Runtime Error,70,72,2,0
p02389,Python,Runtime Error,"nums = list(map(int, input().split("" ""))) area = nums[0] * nums[1] perimeter = nums[0] * 2 + nums[1] * 2 print(area + "" "" + perimeter)","nums = list(map(int, input().split("" ""))) area = nums[0] * nums[1] perimeter = nums[0] * 2 + nums[1] * 2 print(str(area) + "" "" + str(perimeter))",replace,TypeError: unsupported operand type(s) for +: 'int' and 'str',"Traceback (most recent call last):
  File ""/home/alex/Documents/bug-detection/input/Project_CodeNet/data/p02389/Python/s255812565.py"", line 4, in <module>
    print(area + "" "" + perimeter)
TypeError: unsupported operand type(s) for +: 'int' and 'str'
",Runtime Error,134,144,10,0
p02389,Python,Runtime Error,"line = int(input().split) area = line[0] * line[1] % 2 peri = line[0] * 2 + line[1] * 2 print(area + "" "" + peri)","if __name__ == ""__main__"": x = input() a = int(x.split("" "")[0]) b = int(x.split("" "")[1]) print(a * b, (a + b) * 2)",replace,"TypeError: int() argument must be a string, a bytes-like object or a real number, not 'builtin_function_or_method'","Traceback (most recent call last):
  File ""/home/alex/Documents/bug-detection/input/Project_CodeNet/data/p02389/Python/s224773746.py"", line 2, in <module>
    line = int(input().split)
TypeError: int() argument must be a string, a bytes-like object or a real number, not 'builtin_function_or_method'
",Runtime Error,112,114,2,0
p02389,Python,Runtime Error,"nums = input().split() x = nums[0] * nums[1] y = nums[0] * 2 + nums[1] * 2 print(str(x) + "" "" + str(y))","nums = [int(e) for e in input().split()] x = nums[0] * nums[1] y = nums[0] * 2 + nums[1] * 2 print(str(x) + "" "" + str(y))",replace,TypeError: can't multiply sequence by non-int of type 'str',"Traceback (most recent call last):
  File ""/home/alex/Documents/bug-detection/input/Project_CodeNet/data/p02389/Python/s858282912.py"", line 2, in <module>
    x = nums[0] * nums[1]
TypeError: can't multiply sequence by non-int of type 'str'
",Runtime Error,103,121,18,0
p02389,Python,Runtime Error,"a, b = [int(x) for x in input().split("" "")] print(""{} {}"".format(a * b, 2 * a + 2 * b))","a, b = [int(x) for x in input().split()] print(""{} {}"".format(a * b, 2 * a + 2 * b))",replace,0,No stderr available,Runtime Error,87,84,-3,0
p02389,Python,Runtime Error,"a, b = map(int, input().split()) print(a * b, 2(a + b))","a, b = map(int, input().split()) print(a * b, 2 * (a + b))",replace,TypeError: 'int' object is not callable,"/home/alex/Documents/bug-detection/input/Project_CodeNet/data/p02389/Python/s046135584.py:2: SyntaxWarning: 'int' object is not callable; perhaps you missed a comma?
  print(a * b, 2(a + b))
Traceback (most recent call last):
  File ""/home/alex/Documents/bug-detection/input/Project_CodeNet/data/p02389/Python/s046135584.py"", line 2, in <module>
    print(a * b, 2(a + b))
TypeError: 'int' object is not callable
",Runtime Error,55,58,3,0
p02389,Python,Runtime Error,"x = int(input().split("" "")) a = x[0] * x[1] b = x[0] + x[1] + x[0] + x[1] print(str(a) + str(b))","x = input().split("" "") a = int(x[0]) * int(x[1]) b = int(x[0]) + int(x[1]) + int(x[0]) + int(x[1]) print(str(a) + "" "" + str(b))",replace,"TypeError: int() argument must be a string, a bytes-like object or a real number, not 'list'","Traceback (most recent call last):
  File ""/home/alex/Documents/bug-detection/input/Project_CodeNet/data/p02389/Python/s525009394.py"", line 1, in <module>
    x = int(input().split("" ""))
TypeError: int() argument must be a string, a bytes-like object or a real number, not 'list'
",Runtime Error,96,127,31,0
p02389,Python,Runtime Error,"a, b = map(int, input().splot()) print(str(a * b) + str(2 * a + 2 * b))","a, b = map(int, input().split()) print(str(a * b) + "" "" + str(2 * a + 2 * b))",replace,AttributeError: 'str' object has no attribute 'splot'. Did you mean: 'split'?,"Traceback (most recent call last):
  File ""/home/alex/Documents/bug-detection/input/Project_CodeNet/data/p02389/Python/s991335921.py"", line 1, in <module>
    a, b = map(int, input().splot())
AttributeError: 'str' object has no attribute 'splot'. Did you mean: 'split'?
",Runtime Error,71,77,6,0
p02389,Python,Runtime Error,"n = input() a, b = int(n.split()) x = a * b y = 2 * (a + b) print(x, y)","n = input() a, b = n.split() a = int(a) b = int(b) x = a * b y = 2 * (a + b) print(x, y)",replace,"TypeError: int() argument must be a string, a bytes-like object or a real number, not 'list'","Traceback (most recent call last):
  File ""/home/alex/Documents/bug-detection/input/Project_CodeNet/data/p02389/Python/s485129018.py"", line 2, in <module>
    a, b = int(n.split())
TypeError: int() argument must be a string, a bytes-like object or a real number, not 'list'
",Runtime Error,71,88,17,0
p02390,Python,Runtime Error,"sec = int(input()) tmp = [sec // 3600, (sec // 60) % 60, sec % 60] print("":"".join(tmp))","sec = int(input()) tmp = map(str, [sec // 3600, (sec // 60) % 60, sec % 60]) print("":"".join(tmp))",replace,"TypeError: sequence item 0: expected str instance, int found","Traceback (most recent call last):
  File ""/home/alex/Documents/bug-detection/input/Project_CodeNet/data/p02390/Python/s175016753.py"", line 3, in <module>
    print(':'.join(tmp))
TypeError: sequence item 0: expected str instance, int found
",Runtime Error,87,97,10,0
p02390,Python,Runtime Error,"S = int(input()) h = S // 3600 m = (S % 3600) // 60 s = (S % 3600) % 60 print("":"".join[h, m, s])","S = int(input()) h = S // 3600 m = (S % 3600) // 60 s = (S % 3600) % 60 print(str(h) + "":"" + str(m) + "":"" + str(s))",replace,TypeError: 'builtin_function_or_method' object is not subscriptable,"Traceback (most recent call last):
  File ""/home/alex/Documents/bug-detection/input/Project_CodeNet/data/p02390/Python/s528957896.py"", line 5, in <module>
    print(':'.join[h, m, s])
TypeError: 'builtin_function_or_method' object is not subscriptable
",Runtime Error,96,115,19,0
p02390,Python,Runtime Error,"sho = int(input()) // 60 amari = int(input()) % 60 h = sho // 60 m = sho % 60 s = amari print(""{}:{}:{}"".format(h, m, s))","sho, s = divmod(int(input()), 60) h, m = divmod(sho, 60) print(""{}:{}:{}"".format(h, m, s))",replace,EOFError: EOF when reading a line,"Traceback (most recent call last):
  File ""/home/alex/Documents/bug-detection/input/Project_CodeNet/data/p02390/Python/s320807078.py"", line 2, in <module>
    amari = int(input()) % 60
EOFError: EOF when reading a line
",Runtime Error,121,90,-31,0
p02390,Python,Runtime Error,"x = input() s = x % 60 x //= 60 m = x % 60 x //= 60 print(""{}:{}:{}"".format(x, m, s))","x = int(input()) s = x % 60 x //= 60 m = x % 60 x //= 60 print(""{}:{}:{}"".format(x, m, s))",replace,TypeError: not all arguments converted during string formatting,"Traceback (most recent call last):
  File ""/home/alex/Documents/bug-detection/input/Project_CodeNet/data/p02390/Python/s450465833.py"", line 2, in <module>
    s = x % 60
TypeError: not all arguments converted during string formatting
",Runtime Error,85,90,5,0
p02391,Python,Runtime Error,"string = input() a, b = input().split("" "") if a > b: print(""a > b"") elif a < b: print(""a < b"") else: print(""a == b"")","string = input() a, b = map(int, (string.split("" ""))) if a > b: print(""a > b"") elif a < b: print(""a < b"") else: print(""a == b"")",replace,EOFError: EOF when reading a line,"Traceback (most recent call last):
  File ""/home/alex/Documents/bug-detection/input/Project_CodeNet/data/p02391/Python/s667691498.py"", line 2, in <module>
    a, b = input().split(' ')
EOFError: EOF when reading a line
",Runtime Error,116,127,11,0
p02392,Python,Runtime Error,"a, b, c = map(int, input.split()) if a < b < c: print(""Yes"") else: print(""No"")","a, b, c = map(int, input().split()) if a < b < c: print(""Yes"") else: print(""No"")",replace,AttributeError: 'builtin_function_or_method' object has no attribute 'split',"Traceback (most recent call last):
  File ""/home/alex/Documents/bug-detection/input/Project_CodeNet/data/p02392/Python/s498567988.py"", line 1, in <module>
    a, b, c = map(int, input.split())
AttributeError: 'builtin_function_or_method' object has no attribute 'split'
",Runtime Error,78,80,2,0
p02392,Python,Runtime Error,"d = input() a, b, c = map(d.split()) if (a < b) and (b < c): print(""Yes"") else: print(""No"")","d = input() a, b, c = map(int, d.split()) if (a < b) and (b < c): print(""Yes"") else: print(""No"")",replace,TypeError: map() must have at least two arguments.,"Traceback (most recent call last):
  File ""/home/alex/Documents/bug-detection/input/Project_CodeNet/data/p02392/Python/s458135705.py"", line 2, in <module>
    a, b, c = map(d.split())
TypeError: map() must have at least two arguments.
",Runtime Error,91,96,5,0
p02393,Python,Runtime Error,"data = [int(i) for i in input.split()] out = "" "".join([str(i) for i in sorted(data)]) print(out)","data = [int(i) for i in input().split()] out = "" "".join([str(i) for i in sorted(data)]) print(out)",replace,AttributeError: 'builtin_function_or_method' object has no attribute 'split',"Traceback (most recent call last):
  File ""/home/alex/Documents/bug-detection/input/Project_CodeNet/data/p02393/Python/s535290436.py"", line 1, in <module>
    data = [int(i) for i in input.split()]
AttributeError: 'builtin_function_or_method' object has no attribute 'split'
",Runtime Error,96,98,2,0
p02393,Python,Runtime Error,"print(*sorted.map(int, input().split()))","print(*sorted(map(int, input().split())))",replace,AttributeError: 'builtin_function_or_method' object has no attribute 'map',"Traceback (most recent call last):
  File ""/home/alex/Documents/bug-detection/input/Project_CodeNet/data/p02393/Python/s363098812.py"", line 1, in <module>
    print(*sorted.map(int, input().split()))
AttributeError: 'builtin_function_or_method' object has no attribute 'map'
",Runtime Error,40,41,1,0
p02393,Python,Runtime Error,"num = list(map(int, input().split("" ""))) num.sort() print("" "".join(map(int, num)))","num = list(map(int, input().split("" ""))) num.sort() print("" "".join(map(str, num)))",replace,"TypeError: sequence item 0: expected str instance, int found","Traceback (most recent call last):
  File ""/home/alex/Documents/bug-detection/input/Project_CodeNet/data/p02393/Python/s464700171.py"", line 3, in <module>
    print(' '.join(map(int, num)))
TypeError: sequence item 0: expected str instance, int found
",Runtime Error,82,82,0,0
p02393,Python,Runtime Error,"array = input().split().sort() for i in array: print(i, end="""")","l = list(map(int, input().split())) l.sort() print(l[0], l[1], l[2])",replace,TypeError: 'NoneType' object is not iterable,"Traceback (most recent call last):
  File ""/home/alex/Documents/bug-detection/input/Project_CodeNet/data/p02393/Python/s939623185.py"", line 3, in <module>
    for i in array:
TypeError: 'NoneType' object is not iterable
",Runtime Error,63,68,5,0
p02393,Python,Runtime Error,"a = list(map(int, input().split())) [print(*i) for i in a.sort()]","a = list(map(int, input().split())) a.sort() print("" "".join(map(str, a)))",replace,TypeError: 'NoneType' object is not iterable,"Traceback (most recent call last):
  File ""/home/alex/Documents/bug-detection/input/Project_CodeNet/data/p02393/Python/s980569282.py"", line 2, in <module>
    [print(*i) for i in a.sort()]
TypeError: 'NoneType' object is not iterable
",Runtime Error,65,73,8,0
p02393,Python,Runtime Error,"num_sorted = list(map(int, input().split())) print( ""{} {} {}"".format(num_sorted.sort()[0], num_sorted.sort()[1], num_sorted.sort()[2]) )","num_sorted = list(map(int, input().split())) num_sorted.sort() print(""{} {} {}"".format(num_sorted[0], num_sorted[1], num_sorted[2]))",replace,TypeError: 'NoneType' object is not subscriptable,"Traceback (most recent call last):
  File ""/home/alex/Documents/bug-detection/input/Project_CodeNet/data/p02393/Python/s171518153.py"", line 2, in <module>
    print(""{} {} {}"".format(num_sorted.sort()[0], num_sorted.sort()[1], num_sorted.sort()[2]))
TypeError: 'NoneType' object is not subscriptable
",Runtime Error,137,132,-5,0
p02396,Python,Runtime Error,"i = 1 while True: x = int(input) if x == 0: break print(f""Case {i}: {x}"") i += 1","i = 1 while True: x = int(input()) if x == 0: break print(f""Case {i}: {x}"") i += 1",replace,"TypeError: int() argument must be a string, a bytes-like object or a real number, not 'builtin_function_or_method'","Traceback (most recent call last):
  File ""/home/alex/Documents/bug-detection/input/Project_CodeNet/data/p02396/Python/s606427724.py"", line 3, in <module>
    x = int(input)
TypeError: int() argument must be a string, a bytes-like object or a real number, not 'builtin_function_or_method'
",Runtime Error,80,82,2,0
p02396,Python,Runtime Error,"c = 1 while True: print(""Case {0}: {1}"".format(c, input())) c += 1","c = 1 while True: x = int(input()) if x == 0: break print(""Case {0}: {1}"".format(c, x)) c += 1",replace,EOFError: EOF when reading a line,"Traceback (most recent call last):
  File ""/home/alex/Documents/bug-detection/input/Project_CodeNet/data/p02396/Python/s008264252.py"", line 3, in <module>
    print(""Case {0}: {1}"".format(c, input()))
EOFError: EOF when reading a line
",Runtime Error,66,94,28,0
